generations,population,infected_t25,infected_t75,infected_t10,infected_t60,infected_t50,infected_t100,recovered_t25,recovered_t75,recovered_t10,recovered_t60,recovered_t50,recovered_t100,beta,gamma
4.210000000000000000e+02,1.170800000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.550000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.154500000000000000e+04,1.170800000000000000e+04,1.152800000000000000e+04,1.170800000000000000e+04,1.137000000000000000e+04,1.170800000000000000e+04,5.484788959921064189e-01,1.141048039121408536e-01
1.850000000000000000e+02,1.745900000000000000e+04,2.580000000000000000e+02,0.000000000000000000e+00,5.404000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.719100000000000000e+04,1.739700000000000000e+04,1.178500000000000000e+04,1.745900000000000000e+04,1.740900000000000000e+04,1.745900000000000000e+04,5.426590788803519194e-01,1.007104462806433232e-01
2.030000000000000000e+02,1.655400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.536000000000000000e+04,1.489500000000000000e+04,1.524600000000000000e+04,1.550500000000000000e+04,1.565700000000000000e+04,1.534300000000000000e+04,9.499999999999999556e-01,3.891314165437809169e-01
6.800000000000000000e+01,1.371500000000000000e+04,1.618000000000000000e+03,5.000000000000000000e+00,2.247000000000000000e+03,1.370000000000000000e+02,2.580000000000000000e+02,0.000000000000000000e+00,7.482000000000000000e+03,1.101300000000000000e+04,1.804000000000000000e+03,1.065700000000000000e+04,1.042800000000000000e+04,1.087200000000000000e+04,3.979095818807207308e-01,2.145142271150265179e-01
3.130000000000000000e+02,1.320600000000000000e+04,7.100000000000000000e+01,0.000000000000000000e+00,2.851000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.173700000000000000e+04,1.115900000000000000e+04,6.579000000000000000e+03,1.193700000000000000e+04,1.142500000000000000e+04,1.148300000000000000e+04,2.322871172253391236e-01,9.988330286471007458e-02
1.670000000000000000e+02,1.579100000000000000e+04,1.310000000000000000e+02,0.000000000000000000e+00,6.260000000000000000e+02,0.000000000000000000e+00,1.800000000000000000e+01,0.000000000000000000e+00,3.623000000000000000e+03,3.848000000000000000e+03,1.794000000000000000e+03,3.971000000000000000e+03,3.600000000000000000e+03,3.610000000000000000e+03,2.114530944210770980e-01,2.039789702008217298e-01
1.080000000000000000e+02,7.318000000000000000e+03,1.080000000000000000e+02,0.000000000000000000e+00,1.245000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.779000000000000000e+03,5.501000000000000000e+03,2.060000000000000000e+03,6.227000000000000000e+03,6.104000000000000000e+03,5.899000000000000000e+03,5.335239005446348326e-01,2.698634929724367248e-01
4.880000000000000000e+02,1.029000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.029000000000000000e+03,1.016000000000000000e+03,9.750000000000000000e+02,1.029000000000000000e+03,8.200000000000000000e+02,1.029000000000000000e+03,9.499999999999999556e-01,3.646390808800621386e-01
3.580000000000000000e+02,1.154000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.093200000000000000e+04,1.090600000000000000e+04,1.088900000000000000e+04,1.063000000000000000e+04,1.116100000000000000e+04,1.107200000000000000e+04,9.499999999999999556e-01,3.619261394829812462e-01
7.500000000000000000e+01,4.153000000000000000e+03,5.380000000000000000e+02,0.000000000000000000e+00,1.498000000000000000e+03,4.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.445000000000000000e+03,4.101000000000000000e+03,9.400000000000000000e+02,3.948000000000000000e+03,4.040000000000000000e+03,4.004000000000000000e+03,6.414005395150359501e-01,1.957021716343179951e-01
